ids	Sample	Size	Depth	Biome	Region	Latitude	Longitude	Depth.nominal	Depth.Mixed.Layer	Temperature	Salinity	PO4	NO2NO3	Si	ChlorophyllA	TARA_032_DCM_0.22-1.6_G_C14529078_1_gene362201	TARA_038_DCM_0.22-1.6_G_scaffold121205_2_gene98527	TARA_038_DCM_0.22-1.6_G_scaffold280761_1_gene241415	TARA_041_DCM_0.22-1.6_G_scaffold309979_1_gene293222	TARA_041_DCM_0.22-1.6_G_scaffold48632_1_gene43216	TARA_042_DCM_0.22-1.6_G_scaffold262996_1_gene259636	TARA_064_DCM_0.1-0.22_G_scaffold110164_1_gene107109	TARA_064_DCM_0.22-3_G_scaffold295120_2_gene248839	TARA_064_SRF_0.22-3_G_scaffold157895_1_gene105522	TARA_065_DCM_lt-0.22_G_C5096939_1_gene130925	TARA_066_DCM_0.22-3_G_C6093718_1_gene228890	TARA_066_DCM_0.22-3_G_scaffold67689_1_gene56772	TARA_066_DCM_lt-0.22_G_C3682077_1_gene100206	TARA_066_DCM_lt-0.22_G_C3726495_1_gene127366	TARA_066_DCM_lt-0.22_G_C3732186_1_gene131192	TARA_066_DCM_lt-0.22_G_scaffold39761_1_gene18411	TARA_066_SRF_0.22-3_G_scaffold153372_1_gene123470	TARA_066_SRF_lt-0.22_G_scaffold134741_2_gene112059	TARA_067_SRF_0.22-0.45_G_C17122177_1_gene345973	TARA_067_SRF_0.22-0.45_G_C17322874_1_gene443991	TARA_067_SRF_0.22-0.45_G_scaffold144377_1_gene142735	TARA_067_SRF_0.22-0.45_G_scaffold24579_2_gene21277	TARA_067_SRF_0.22-0.45_G_scaffold66976_1_gene63193	TARA_067_SRF_0.22-0.45_G_scaffold68608_2_gene65086	TARA_067_SRF_0.22-0.45_G_scaffold9433_1_gene8781	TARA_067_SRF_0.22-3_G_scaffold30527_1_gene35755	TARA_067_SRF_0.22-3_G_scaffold35176_1_gene41262	TARA_067_SRF_0.22-3_G_scaffold38709_1_gene45384	TARA_067_SRF_0.45-0.8_G_C12492660_1_gene383784	TARA_067_SRF_0.45-0.8_G_scaffold219644_1_gene229127	TARA_067_SRF_0.45-0.8_G_scaffold277311_1_gene324113	TARA_067_SRF_lt-0.22_G_C2526840_1_gene145192	TARA_067_SRF_lt-0.22_G_scaffold110274_1_gene108132	TARA_067_SRF_lt-0.22_G_scaffold77676_1_gene65551	TARA_078_DCM_0.22-0.45_G_scaffold189671_1_gene148269	TARA_078_SRF_0.22-0.45_G_scaffold145770_1_gene96930	TARA_082_DCM_0.22-3_G_C19456620_1_gene406327	TARA_082_DCM_0.22-3_G_scaffold104031_1_gene99802	TARA_082_DCM_0.22-3_G_scaffold105827_1_gene101588	TARA_082_DCM_0.22-3_G_scaffold109576_1_gene104882	TARA_082_DCM_0.22-3_G_scaffold120588_2_gene114896	TARA_082_DCM_0.22-3_G_scaffold78618_1_gene75306	TARA_082_SRF_0.22-3_G_scaffold160868_1_gene160643	TARA_082_SRF_0.22-3_G_scaffold42092_1_gene40922	TARA_133_DCM_0.22-3_G_C17427904_1_gene437724	TARA_133_DCM_0.22-3_G_C17443804_1_gene444883	TARA_133_DCM_0.22-3_G_C17809978_1_gene613321	TARA_133_SRF_0.22-3_G_C26667649_1_gene944759	TARA_141_SRF_0.22-3_G_scaffold132561_1_gene115124	TARA_141_SRF_0.22-3_G_scaffold252758_1_gene219695	TARA_145_SRF_0.22-3_G_scaffold270121_1_gene276069	TARA_145_SRF_0.22-3_G_scaffold319742_1_gene363655	TARA_146_SRF_0.22-3_G_scaffold210226_1_gene185196	TARA_149_SRF_0.22-3_G_C18390232_1_gene602455	TARA_149_SRF_0.22-3_G_scaffold163273_1_gene140816	TARA_149_SRF_0.22-3_G_scaffold218961_1_gene206753	TARA_149_SRF_0.22-3_G_scaffold218962_1_gene206754	TARA_149_SRF_0.22-3_G_scaffold246964_1_gene263373	TARA_150_SRF_0.22-3_G_C22082902_1_gene583609	TARA_151_DCM_0.22-3_G_C16503246_1_gene624467	TARA_151_DCM_0.22-3_G_scaffold175905_1_gene147338	TARA_151_SRF_0.22-3_G_scaffold307958_1_gene278079	TARA_152_MIX_0.22-3_G_scaffold179581_1_gene152542	TARA_152_MIX_0.22-3_G_scaffold253131_1_gene220687	TARA_155_SRF_0.22-3_G_scaffold233670_1_gene237047	TARA_158_DCM_0.22-3_G_scaffold102364_1_gene84925	TARA_158_DCM_0.22-3_G_scaffold18046_1_gene14691	TARA_158_DCM_0.22-3_G_scaffold206820_1_gene176947	TARA_158_DCM_0.22-3_G_scaffold266207_1_gene272483	TARA_158_MES_0.22-3_G_scaffold181224_1_gene175183	TARA_158_SRF_0.22-3_G_scaffold194498_1_gene182789	TARA_158_SRF_0.22-3_G_scaffold256793_1_gene288753	TARA_158_SRF_lt-0.22_G_scaffold85446_2_gene217165	TARA_168_DCM_0.22-3_G_scaffold166943_1_gene184245	TARA_168_DCM_0.22-3_G_scaffold99293_1_gene106802	TARA_168_DCM_lt-0.22_G_scaffold245246_1_gene407868	TARA_168_IZZ_lt-0.22_G_scaffold280657_1_gene452014	TARA_168_SRF_lt-0.22_G_scaffold53300_1_gene140902	TARA_173_DCM_0.22-3_G_scaffold110203_1_gene118285	TARA_173_DCM_0.22-3_G_scaffold115250_1_gene123507	TARA_173_DCM_0.22-3_G_scaffold127823_1_gene136706	TARA_173_DCM_0.22-3_G_scaffold83603_1_gene90552	TARA_173_DCM_0.22-3_G_scaffold85527_1_gene92626	TARA_173_DCM_0.22-3_G_scaffold85576_1_gene92682	TARA_175_SRF_0.22-3_G_scaffold179748_1_gene214594	TARA_175_SRF_0.22-3_G_scaffold78409_1_gene83052	TARA_180_SRF_0.22-3_G_C7013134_1_gene356550	TARA_180_SRF_0.22-3_G_scaffold53713_1_gene86219	TARA_180_SRF_lt-0.22_G_scaffold82597_2_gene233135	TARA_188_DCM_0.22-3_G_scaffold6854_1_gene7478	TARA_188_DCM_lt-0.22_G_scaffold9244_6_gene34612	TARA_188_SRF_0.22-3_G_scaffold199525_1_gene246819	TARA_189_DCM_0.22-3_G_scaffold155112_1_gene187540	TARA_189_DCM_lt-0.22_G_scaffold6811_1_gene25430	TARA_189_DCM_lt-0.22_G_scaffold6954_3_gene25779	TARA_191_SRF_lt-0.22_G_scaffold196909_1_gene260355	TARA_194_DCM_lt-0.22_G_scaffold15132_1_gene46748	TARA_196_SRF_0.22-3_G_C19385302_1_gene611903	TARA_196_SRF_0.22-3_G_C19417491_1_gene628839	TARA_196_SRF_0.22-3_G_scaffold167694_1_gene185363	TARA_196_SRF_lt-0.22_G_scaffold13817_3_gene40494	TARA_196_SRF_lt-0.22_G_scaffold243857_1_gene356831	TARA_196_SRF_lt-0.22_G_scaffold69860_1_gene154027	TARA_201_SRF_0.22-3_G_scaffold259208_1_gene330152	TARA_201_SRF_0.22-3_G_scaffold266223_1_gene353135	TARA_205_SRF_0.22-3_G_C10834577_1_gene379211	TARA_205_SRF_0.22-3_G_scaffold19860_1_gene24432	TARA_206_SRF_lt-0.22_G_scaffold1112_3_gene5143	TARA_206_SRF_lt-0.22_G_scaffold67020_2_gene178808	TARA_208_SRF_0.22-3_G_C17804651_1_gene477260	TARA_208_SRF_0.22-3_G_scaffold180075_1_gene217350	TARA_208_SRF_0.22-3_G_scaffold190124_1_gene237696	TARA_209_SRF_lt-0.22_G_scaffold95791_3_gene212186	TARA_210_MES_lt-0.22_G_scaffold34478_2_gene115714	TARA_210_SRF_lt-0.22_G_scaffold9078_2_gene48755
TARA_023_DCM_lt-0.22_G	TARA_023_DCM	Virome	DCM	Westerlies	MS	42.1735	17.7252	55	12	15.180558	38.47375	0.012	0.05	1.0505	0.136877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_023_SRF_0.22-1.6_G	TARA_023_SRF	Pico	SRF	Westerlies	MS	42.2038	17.715	5	16	17.211742	38.22805	0.012	0.040875	1.372375	0.103935	0	0	0	0	0	0	0	0	0.0120973970033044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159632671614931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_025_DCM_0.22-1.6_G	TARA_025_DCM	Pico	DCM	Westerlies	MS	39.4085	19.3807	50	31	15.181967	38.489083	NA	0.3595	1.354	0.134028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0244070621325823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_025_DCM_lt-0.22_G	TARA_025_DCM	Virome	DCM	Westerlies	MS	39.4085	19.3807	50	31	15.181967	38.489083	NA	0.3595	1.354	0.134028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_025_SRF_0.22-1.6_G	TARA_025_SRF	Pico	SRF	Westerlies	MS	39.3888	19.3905	5	30	18.319192	38.185333	0.00525	0.03525	1.0505	0.104797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_025_SRF_lt-0.22_G	TARA_025_SRF	Virome	SRF	Westerlies	MS	39.3888	19.3905	5	30	18.319192	38.185333	0.00525	0.03525	1.0505	0.104797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_030_DCM_0.22-1.6_G	TARA_030_DCM	Pico	DCM	Westerlies	MS	33.9189	32.8532	70	29	18.21473	39.20842	0	NA	0.6655	0.102631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_030_SRF_0.22-1.6_G	TARA_030_SRF	Pico	SRF	Westerlies	MS	33.9179	32.898	5	50	20.4425	39.42311	2.5e-4	0.0455	0.816	0.067706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_031_SRF_0.22-1.6_G	TARA_031_SRF	Pico	SRF	Coastal	RS	27.16	34.835	5	53	25.0281	39.96035	0.01225	0.036	0.8825	0.112855	0.270827895482973	0	0.132316713830377	0	0	0	0.189199668928717	0	0.0127913897238199	0.0791733238088109	0	0	0	0	0	0	0	0.0419194190672792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0711418629135033	0.0449220915293576	0	0	0	0	0	0	0	0	0	0	0	0	0.0243711167601908	0.0223107037024745	0	0	0	0	0	0.0224316641242541	0	0.0310567831644849	0.0387824341797567	0.0171862227442734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_031_SRF_lt-0.22_G	TARA_031_SRF	Virome	SRF	Coastal	RS	27.16	34.835	5	53	25.0281	39.96035	0.01225	0.036	0.8825	0.112855	0	0	0	0	0	0	0.0505657456043486	0	0	0.0847173137010922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0386718482620154	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0968399921217609	0	0	0	0	0	0	0	0.0236975030534563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_032_DCM_0.22-1.6_G	TARA_032_DCM	Pico	DCM	Coastal	RS	23.3867	37.2133	80	101	26.12925	40.187042	0.025	NA	0.85	0.1566	1.06308675176872	0.0324173674558524	0.636260496850942	0	0	0	0.0155698137705854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0740027208989332	0	0	0	0	0	0	0	0	0	0	0	0	0.0170829438875116	0	0	0	0	0	0	0	0	0.0526540334175705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_032_SRF_0.22-1.6_G	TARA_032_SRF	Pico	SRF	Coastal	RS	23.36	37.2183	5	104	25.811708	39.7709	0.00875	0	0.8775	0.085486	0.0419578880136889	0.0509274308672324	0.0492169688845787	0	0	0	0.114671788016128	0.0157035033669967	0.0206905153224542	0	0	0	0	0	0	0	0	0.012249059759475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050509329933675	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115575353349993	0	0	0	0.0184354145887082	0	0	0.0118896503930193	0.0194620291093467	0.0299224967385759	0.0125669228354448	0.0423692548404997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143161817924419	0	0	0
TARA_032_SRF_lt-0.22_G	TARA_032_SRF	Virome	SRF	Coastal	RS	23.36	37.2183	5	104	25.811708	39.7709	0.00875	0	0.8775	0.085486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_033_SRF_0.22-1.6_G	TARA_033_SRF	Pico	SRF	Coastal	RS	21.9467	38.2517	5	56	27.3097	38.9435	0.04575	0.006	1.12025	0.150568	0	0.0106647509350214	0.0302547610049558	0.0508955041379302	0	0.0385974347246199	0.489928903112841	0.611370951828326	0.225128454726977	0.0368406560659488	0.0123206731089472	0	0	0	0	0	0	0.0135135671626502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158739965032939	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52734557416446	0	0	0	0.0829442669064742	0	0.0837140792794975	0.0127512852001303	0.0977322025132046	0	0.160376937916811	0	0	0	0	0	0.0188383997177463	0	0	0	0	0	0	0	0	0	0.0148984718964932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_033_SRF_lt-0.22_G	TARA_033_SRF	Virome	SRF	Coastal	RS	21.9467	38.2517	5	56	27.3097	38.9435	0.04575	0.006	1.12025	0.150568	0	0	0	0	0	0	0.384361526960736	0.209331980334853	0.334607855118018	0.114692341188835	0	0	0	0	0	0	0	0.0728821010462585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107861208375296	0	0	0	0	0	0	0	0	0	0	0	0	0	0.752556326726545	0	0	0	0.0893415930828585	0	0.189463233362544	0.0488139759268784	0.177276593402773	0.0493274264011302	0.0562038078585327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_034_DCM_0.22-1.6_G	TARA_034_DCM	Pico	DCM	Coastal	RS	18.3983	39.8617	60	63	27.558763	38.895025	0.0885	0.635	1.3525	0.14795	0	0.0398841117811134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0225582818696399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_034_DCM_lt-0.22_G	TARA_034_DCM	Virome	DCM	Coastal	RS	18.3983	39.8617	60	63	27.558763	38.895025	0.0885	0.635	1.3525	0.14795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_034_SRF_0.1-0.22_G	TARA_034_SRF	Virome	SRF	Coastal	RS	18.3967	39.875	5	64	27.635025	38.64	0.144	0.029	2.6405	0.137257	0.143568157926682	0	0.0760571218075726	0	0	0	0.76829758704341	0.617974613969394	0.112560646707931	0.264005659287953	0	0	0	0	0	0	0	0.0836935442112587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206907176584325	0.0274694846112236	0	0	0	0	0	0	0	0	0	0	0	0	0.203634171244593	0.0596085473380671	0	0	0.0690806339068235	0	0	0.0553373896369406	0.224564268548782	0	0.0868304607601679	0	0	0	0	0	0.0392987042584541	0	0	0	0	0	0	0	0	0	0.0248528023931566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_034_SRF_0.22-1.6_G	TARA_034_SRF	Pico	SRF	Coastal	RS	18.3967	39.875	5	64	27.635025	38.64	0.144	0.029	2.6405	0.137257	0	0	0.11079914712108	0	0	0	0.178666052953998	0.655324039809362	0.0764903196046254	0.188924324157808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153282742712565	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0867492634870043	0.0435324426931146	0	0	0	0	0.032214583013927	0.0356532675450396	0	0	0.0943273719113478	0.0122827312976676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229436692781293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_034_SRF_lt-0.22_G	TARA_034_SRF	Virome	SRF	Coastal	RS	18.3967	39.875	5	64	27.635025	38.64	0.144	0.029	2.6405	0.137257	0.31832812890705	0	0.0849590102008398	0	0	0	0	0.108470407559132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255654609368467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_036_DCM_0.22-1.6_G	TARA_036_DCM	Pico	DCM	Coastal	IO	20.8176	63.5121	20	17	25.051687	36.522781	0.431	1.115	1.4395	0.28292	0	0.587275472051198	0.0474157829524547	0.0211538883630057	0	0.0403025643916015	0.137206135047916	0.0205330298667314	0	0.0223639845630816	0	0	0	0.0952200134924104	0	0	0.0161788072109655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0300847725358336	0.0133141727803829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0318576092084948	0.0629781860295964	0	0.0323682007230465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_036_DCM_lt-0.22_G	TARA_036_DCM	Virome	DCM	Coastal	IO	20.8176	63.5121	20	17	25.051687	36.522781	0.431	1.115	1.4395	0.28292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_036_SRF_0.1-0.22_G	TARA_036_SRF	Virome	SRF	Coastal	IO	20.8183	63.5047	5	18	25.681369	36.525962	0.3575	0.1415	1.143	0.205491	0	0.498345831206281	0	0.204096334517539	0	0.140999918209063	0.249701874642233	0	0	0	0	0	0	0.434935265285925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137624592541643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_036_SRF_0.22-1.6_G	TARA_036_SRF	Pico	SRF	Coastal	IO	20.8183	63.5047	5	18	25.681369	36.525962	0.3575	0.1415	1.143	0.205491	0.0345073084292103	0.37951316666717	0.0199772132500665	0	0	0.0223893513300797	0.0740901983112888	0.0134483568033146	0	0.0699635979559849	0	0	0	0.0578074649136085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167809995120508	0.0334270356458469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667125548884454	0	0.0159807160221488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_036_SRF_lt-0.22_G	TARA_036_SRF	Virome	SRF	Coastal	IO	20.8183	63.5047	5	18	25.681369	36.525962	0.3575	0.1415	1.143	0.205491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12173894312718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_038_DCM_0.22-1.6_G	TARA_038_DCM	Pico	DCM	Trades	IO	19.0258	64.6227	25	45	25.607735	36.549506	0.417	1.858	1.625	0.185922	0.507744365101308	7.38082215773416	0.552263520516422	0.0278567066726738	0.112115326608458	0.746278966349903	0.543949679929031	0.0134465621040927	0	0.139259047882946	0.624299291783323	0	0	0.0962026837174315	0	0	0.0565090132503177	0.0994144328313902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0764538272015923	0.0396975552583514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112173886790498	0.0920594368831965	0.0660376170556851	0.143214110350132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_038_DCM_lt-0.22_G	TARA_038_DCM	Virome	DCM	Trades	IO	19.0258	64.6227	25	45	25.607735	36.549506	0.417	1.858	1.625	0.185922	0.218103580626966	0.416878018465902	0.598914883120954	0	0	0.035033181329547	0.146340501685287	0.0830028744036157	0	0	0.060857640709613	0	0	0	0	0	0.0631116274025616	0.145931989660075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217178247238227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117455891931597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_038_SRF_0.1-0.22_G	TARA_038_SRF	Virome	SRF	Trades	IO	19.0393	64.4913	5	20	26.313595	36.618044	0.337	0.4195	1.278	0.113641	0	2.01912479414906	0.173350291070103	0	0	0.331422396646265	0.29735659632757	0.0499073355604327	0	0	0.324867553927481	0	0	0	0	0	0	0.0808573893408401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131750740347076	0.0282219631878052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0250277850869714	0.143680884619271	0.150421631204038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
