ids	clade	subclade	domain
175017	Micromonas_B	Micromonas_B3	Eukaryota
413549	Micromonas_B	Micromonas_B3	Eukaryota
8432	Micromonas_B	Micromonas_B3	Eukaryota
16618	Micromonas_B	Micromonas_B3	Eukaryota
18581	Micromonas_B	Micromonas_B3	Eukaryota
687064	Micromonas_B	Micromonas_B3	Eukaryota
2706	Micromonas_B	Micromonas_B3	Eukaryota
807271	Micromonas_B	Micromonas_B3	Eukaryota
127132	Micromonas_B	Micromonas_B3	Eukaryota
642056	Micromonas_C	Micromonas_C	Eukaryota
372259	Micromonas_C	Micromonas_C	Eukaryota
57537	Micromonas_C	Micromonas_C	Eukaryota
194681	Micromonas_C	Micromonas_C	Eukaryota
375934	Micromonas_C	Micromonas_C	Eukaryota
5967	Micromonas_C	Micromonas_C	Eukaryota
717005	Micromonas_C	Micromonas_C	Eukaryota
706723	Micromonas_C	Micromonas_C	Eukaryota
369452	Micromonas_C	Micromonas_C	Eukaryota
285638	Micromonas_C	Micromonas_C	Eukaryota
166113	Micromonas_C	Micromonas_C	Eukaryota
393931	Micromonas_C	Micromonas_C	Eukaryota
103383	Micromonas_C	Micromonas_C	Eukaryota
111079	Micromonas_C	Micromonas_C	Eukaryota
508719	Micromonas_C	Micromonas_C	Eukaryota
95118	Micromonas_C	Micromonas_C	Eukaryota
98164	Micromonas_C	Micromonas_C	Eukaryota
64597	Micromonas_C	Micromonas_C	Eukaryota
523941	Micromonas_C	Micromonas_C	Eukaryota
227006	Micromonas_C	Micromonas_C	Eukaryota
406987	Micromonas_C	Micromonas_C	Eukaryota
288328	Micromonas_C	Micromonas_C	Eukaryota
97923	Micromonas_C	Micromonas_C	Eukaryota
85156	Micromonas_C	Micromonas_C	Eukaryota
28561	Micromonas_C	Micromonas_C	Eukaryota
748715	Micromonas_C	Micromonas_C	Eukaryota
14417	Micromonas_C	Micromonas_C	Eukaryota
559897	Micromonas_C	Micromonas_C	Eukaryota
34187	Micromonas_C	Micromonas_C	Eukaryota
23993	Micromonas_C	Micromonas_C	Eukaryota
342099	Micromonas_C	Micromonas_C	Eukaryota
168118	Micromonas_C	Micromonas_C	Eukaryota
237782	Micromonas_C	Micromonas_C	Eukaryota
514743	Micromonas_C	Micromonas_C	Eukaryota
24854	Micromonas_C	Micromonas_C	Eukaryota
22917	Micromonas_C	Micromonas_C	Eukaryota
62626	Micromonas_C	Micromonas_C	Eukaryota
384463	Micromonas_C	Micromonas_C	Eukaryota
820493	Micromonas_C	Micromonas_C	Eukaryota
494154	Micromonas_C	Micromonas_C	Eukaryota
775393	Micromonas_C	Micromonas_C	Eukaryota
132386	Micromonas_C	Micromonas_C	Eukaryota
204170	Micromonas_C	Micromonas_C	Eukaryota
307358	Micromonas_C	Micromonas_C	Eukaryota
145224	Micromonas_C	Micromonas_C	Eukaryota
174435	Micromonas_C	Micromonas_C	Eukaryota
439186	Micromonas_C	Micromonas_C	Eukaryota
2395	Micromonas_C	Micromonas_C	Eukaryota
353888	Micromonas_C	Micromonas_C	Eukaryota
98714	Micromonas_C	Micromonas_C	Eukaryota
251968	Micromonas_C	Micromonas_C	Eukaryota
292676	Micromonas_C	Micromonas_C	Eukaryota
726729	Micromonas_C	Micromonas_C	Eukaryota
47502	Micromonas_C	Micromonas_C	Eukaryota
156679	Micromonas_C	Micromonas_C	Eukaryota
116658	Micromonas_Pol	Micromonas_Pol	Eukaryota
509917	Micromonas_Pol	Micromonas_Pol	Eukaryota
208229	Micromonas_Pol	Micromonas_Pol	Eukaryota
440241	Micromonas_Pol	Micromonas_Pol	Eukaryota
370745	Micromonas_Pol	Micromonas_Pol	Eukaryota
85748	Micromonas_Pol	Micromonas_Pol	Eukaryota
764753	Micromonas_Pol	Micromonas_Pol	Eukaryota
463347	Micromonas_Pol	Micromonas_Pol	Eukaryota
20774	Micromonas_Pol	Micromonas_Pol	Eukaryota
394955	Micromonas_Pol	Micromonas_Pol	Eukaryota
301371	Micromonas_Pol	Micromonas_Pol	Eukaryota
167807	Micromonas_Pol	Micromonas_Pol	Eukaryota
512971	Micromonas_Pol	Micromonas_Pol	Eukaryota
680235	Micromonas_Pol	Micromonas_Pol	Eukaryota
314474	Micromonas_Pol	Micromonas_Pol	Eukaryota
748488	Micromonas_Pol	Micromonas_Pol	Eukaryota
28565	Micromonas_Pol	Micromonas_Pol	Eukaryota
56867	Micromonas_Pol	Micromonas_Pol	Eukaryota
292452	Micromonas_Pol	Micromonas_Pol	Eukaryota
135756	Micromonas_Pol	Micromonas_Pol	Eukaryota
300750	Micromonas_Pol	Micromonas_Pol	Eukaryota
662793	Micromonas_Pol	Micromonas_Pol	Eukaryota
307956	Micromonas_Pol	Micromonas_Pol	Eukaryota
528833	Micromonas_Pol	Micromonas_Pol	Eukaryota
252271	Micromonas_Pol	Micromonas_Pol	Eukaryota
3511	Micromonas_Pol	Micromonas_Pol	Eukaryota
368986	Micromonas_Pol	Micromonas_Pol	Eukaryota
115509	Micromonas_Pol	Micromonas_Pol	Eukaryota
13744	Micromonas_Pol	Micromonas_Pol	Eukaryota
79121	Micromonas_Pol	Micromonas_Pol	Eukaryota
13168	Micromonas_Pol	Micromonas_Pol	Eukaryota
506291	Micromonas_Pol	Micromonas_Pol	Eukaryota
74928	Micromonas_Pol	Micromonas_Pol	Eukaryota
424523	Micromonas_Pol	Micromonas_Pol	Eukaryota
439482	Micromonas_Pol	Micromonas_Pol	Eukaryota
740891	Micromonas_Pol	Micromonas_Pol	Eukaryota
6220	Micromonas_Pol	Micromonas_Pol	Eukaryota
163596	Micromonas_Pol	Micromonas_Pol	Eukaryota
639756	Micromonas_Pol	Micromonas_Pol	Eukaryota
302968	Micromonas_Pol	Micromonas_Pol	Eukaryota
654375	Micromonas_Pol	Micromonas_Pol	Eukaryota
150730	Micromonas_Pol	Micromonas_Pol	Eukaryota
225531	Micromonas_Pol	Micromonas_Pol	Eukaryota
732005	Micromonas_Pol	Micromonas_Pol	Eukaryota
612815	Micromonas_Pol	Micromonas_Pol	Eukaryota
165998	Micromonas_Pol	Micromonas_Pol	Eukaryota
256097	Micromonas_Pol	Micromonas_Pol	Eukaryota
571714	Micromonas_Pol	Micromonas_Pol	Eukaryota
577086	Micromonas_Pol	Micromonas_Pol	Eukaryota
309018	Micromonas_Pol	Micromonas_Pol	Eukaryota
90598	Micromonas_Pol	Micromonas_Pol	Eukaryota
88033	Micromonas_Pol	Micromonas_Pol	Eukaryota
485230	Micromonas_Pol	Micromonas_Pol	Eukaryota
183608	Micromonas_Pol	Micromonas_Pol	Eukaryota
76484	Micromonas_Pol	Micromonas_Pol	Eukaryota
48132	Micromonas_Pol	Micromonas_Pol	Eukaryota
215019	Micromonas_Pol	Micromonas_Pol	Eukaryota
89570	Micromonas_Pol	Micromonas_Pol	Eukaryota
695929	Micromonas_Pol	Micromonas_Pol	Eukaryota
541521	Micromonas_Pol	Micromonas_Pol	Eukaryota
545526	Micromonas_Pol	Micromonas_Pol	Eukaryota
108609	Micromonas_Pol	Micromonas_Pol	Eukaryota
141899	Micromonas_Pol	Micromonas_Pol	Eukaryota
84898	Micromonas_Pol	Micromonas_Pol	Eukaryota
663005	Micromonas_Pol	Micromonas_Pol	Eukaryota
183720	Micromonas_Pol	Micromonas_Pol	Eukaryota
455674	Micromonas_Pol	Micromonas_Pol	Eukaryota
806101	Micromonas_Pol	Micromonas_Pol	Eukaryota
323029	Micromonas_Pol	Micromonas_Pol	Eukaryota
41634	Micromonas_Pol	Micromonas_Pol	Eukaryota
268300	Micromonas_Pol	Micromonas_Pol	Eukaryota
5064	Micromonas_Pol	Micromonas_Pol	Eukaryota
518090	Micromonas_Pol	Micromonas_Pol	Eukaryota
320230	Micromonas_Pol	Micromonas_Pol	Eukaryota
115747	Micromonas_Pol	Micromonas_Pol	Eukaryota
219502	Micromonas_Pol	Micromonas_Pol	Eukaryota
488329	Micromonas_Pol	Micromonas_Pol	Eukaryota
63157	Micromonas_Pol	Micromonas_Pol	Eukaryota
260145	Micromonas_Pol	Micromonas_Pol	Eukaryota
596134	Micromonas_Pol	Micromonas_Pol	Eukaryota
379161	Micromonas_Pol	Micromonas_Pol	Eukaryota
90330	Micromonas_Pol	Micromonas_Pol	Eukaryota
363817	Micromonas_Pol	Micromonas_Pol	Eukaryota
227544	Micromonas_Pol	Micromonas_Pol	Eukaryota
536014	Micromonas_Pol	Micromonas_Pol	Eukaryota
162391	Micromonas_Pol	Micromonas_Pol	Eukaryota
76555	Micromonas_Pol	Micromonas_Pol	Eukaryota
17964	Micromonas_Pol	Micromonas_Pol	Eukaryota
407601	Micromonas_Pol	Micromonas_Pol	Eukaryota
28353	Micromonas_Pol	Micromonas_Pol	Eukaryota
729946	Micromonas_Pol	Micromonas_Pol	Eukaryota
161791	Micromonas_Pol	Micromonas_Pol	Eukaryota
46460	Micromonas_Pol	Micromonas_Pol	Eukaryota
292764	Micromonas_Pol	Micromonas_Pol	Eukaryota
596619	Micromonas_Pol	Micromonas_Pol	Eukaryota
327900	Micromonas_Pol	Micromonas_Pol	Eukaryota
576976	Micromonas_Pol	Micromonas_Pol	Eukaryota
410400	Micromonas_Pol	Micromonas_Pol	Eukaryota
232829	Micromonas_Pol	Micromonas_Pol	Eukaryota
324291	Micromonas_Pol	Micromonas_Pol	Eukaryota
289650	Micromonas_Pol	Micromonas_Pol	Eukaryota
63541	Micromonas_Pol	Micromonas_Pol	Eukaryota
52574	Micromonas_Pol	Micromonas_Pol	Eukaryota
22226	Micromonas_Pol	Micromonas_Pol	Eukaryota
22663	Micromonas_Pol	Micromonas_Pol	Eukaryota
10722	Micromonas_Pol	Micromonas_Pol	Eukaryota
198267	Micromonas_Pol	Micromonas_Pol	Eukaryota
59652	Micromonas_Pol	Micromonas_Pol	Eukaryota
541094	Micromonas_Pol	Micromonas_Pol	Eukaryota
232084	Micromonas_Pol	Micromonas_Pol	Eukaryota
232617	Micromonas_Pol	Micromonas_Pol	Eukaryota
147608	Micromonas_Pol	Micromonas_Pol	Eukaryota
674671	Micromonas_Pol	Micromonas_Pol	Eukaryota
182557	Micromonas_Pol	Micromonas_Pol	Eukaryota
133679	Micromonas_Pol	Micromonas_Pol	Eukaryota
578375	Micromonas_Pol	Micromonas_Pol	Eukaryota
174622	Micromonas_Pol	Micromonas_Pol	Eukaryota
76751	Micromonas_Pol	Micromonas_Pol	Eukaryota
14215	Micromonas_Pol	Micromonas_Pol	Eukaryota
614708	Micromonas_Pol	Micromonas_Pol	Eukaryota
117307	Micromonas_Pol	Micromonas_Pol	Eukaryota
133890	Micromonas_Pol	Micromonas_Pol	Eukaryota
185315	Micromonas_Pol	Micromonas_Pol	Eukaryota
1918	Micromonas_Pol	Micromonas_Pol	Eukaryota
193957	Micromonas_Pol	Micromonas_Pol	Eukaryota
320504	Micromonas_Pol	Micromonas_Pol	Eukaryota
326989	Micromonas_Pol	Micromonas_Pol	Eukaryota
470869	Micromonas_Pol	Micromonas_Pol	Eukaryota
545918	Micromonas_Pol	Micromonas_Pol	Eukaryota
117133	Micromonas_Pol	Micromonas_Pol	Eukaryota
251529	Micromonas_Pol	Micromonas_Pol	Eukaryota
196990	Micromonas_Pol	Micromonas_Pol	Eukaryota
125137	Micromonas_Pol	Micromonas_Pol	Eukaryota
692071	Micromonas_Pol	Micromonas_Pol	Eukaryota
21039	Micromonas_Pol	Micromonas_Pol	Eukaryota
294416	Micromonas_Pol	Micromonas_Pol	Eukaryota
167	Micromonas_Pol	Micromonas_Pol	Eukaryota
538018	Micromonas_Pol	Micromonas_Pol	Eukaryota
471692	Micromonas_Pol	Micromonas_Pol	Eukaryota
697600	Micromonas_Pol	Micromonas_Pol	Eukaryota
580015	Micromonas_Pol	Micromonas_Pol	Eukaryota
389391	Micromonas_Pol	Micromonas_Pol	Eukaryota
93778	Micromonas_Pol	Micromonas_Pol	Eukaryota
428689	Micromonas_Pol	Micromonas_Pol	Eukaryota
287845	Micromonas_Pol	Micromonas_Pol	Eukaryota
93432	Micromonas_Pol	Micromonas_Pol	Eukaryota
292444	Micromonas_Pol	Micromonas_Pol	Eukaryota
385103	Micromonas_Pol	Micromonas_Pol	Eukaryota
190871	Micromonas_Pol	Micromonas_Pol	Eukaryota
306661	Micromonas_Pol	Micromonas_Pol	Eukaryota
784948	Micromonas_Pol	Micromonas_Pol	Eukaryota
604351	Micromonas_Pol	Micromonas_Pol	Eukaryota
81780	Micromonas_Pol	Micromonas_Pol	Eukaryota
160364	Micromonas_Pol	Micromonas_Pol	Eukaryota
291561	Micromonas_Pol	Micromonas_Pol	Eukaryota
244723	Micromonas_Pol	Micromonas_Pol	Eukaryota
338746	Micromonas_Pol	Micromonas_Pol	Eukaryota
319205	Micromonas_Pol	Micromonas_Pol	Eukaryota
261773	Micromonas_Pol	Micromonas_Pol	Eukaryota
28474	Micromonas_Pol	Micromonas_Pol	Eukaryota
485203	Micromonas_Pol	Micromonas_Pol	Eukaryota
92870	Micromonas_Pol	Micromonas_Pol	Eukaryota
33762	Micromonas_Pol	Micromonas_Pol	Eukaryota
160733	Micromonas_Pol	Micromonas_Pol	Eukaryota
38868	Micromonas_Pol	Micromonas_Pol	Eukaryota
444916	Micromonas_Pol	Micromonas_Pol	Eukaryota
268780	Micromonas_Pol	Micromonas_Pol	Eukaryota
186058	Micromonas_Pol	Micromonas_Pol	Eukaryota
67285	Micromonas_Pol	Micromonas_Pol	Eukaryota
430546	Micromonas_Pol	Micromonas_Pol	Eukaryota
166481	Micromonas_Pol	Micromonas_Pol	Eukaryota
86790	Micromonas_Pol	Micromonas_Pol	Eukaryota
108712	Micromonas_Pol	Micromonas_Pol	Eukaryota
344611	Micromonas_Pol	Micromonas_Pol	Eukaryota
154806	Micromonas_Pol	Micromonas_Pol	Eukaryota
533273	Micromonas_Pol	Micromonas_Pol	Eukaryota
96238	Micromonas_Pol	Micromonas_Pol	Eukaryota
657516	Micromonas_Pol	Micromonas_Pol	Eukaryota
125153	Micromonas_Pol	Micromonas_Pol	Eukaryota
392381	Micromonas_Pol	Micromonas_Pol	Eukaryota
300098	Micromonas_Pol	Micromonas_Pol	Eukaryota
365622	Micromonas_Pol	Micromonas_Pol	Eukaryota
62578	Micromonas_Pol	Micromonas_Pol	Eukaryota
276132	Micromonas_Pol	Micromonas_Pol	Eukaryota
