ids	Sample	Size	Depth	Biome	Region	Latitude	Longitude	Depth.nominal	Depth.Mixed.Layer	Temperature	Salinity	PO4	NO2NO3	Si	ChlorophyllA	TARA_009_SRF_0.22-1.6_G_C13632324_1_gene544040	TARA_032_DCM_0.22-1.6_G_C14529078_1_gene362201	TARA_038_DCM_0.22-1.6_G_scaffold280761_1_gene241415	TARA_064_DCM_0.1-0.22_G_scaffold110164_1_gene107109	TARA_064_DCM_0.22-3_G_scaffold295120_2_gene248839	TARA_065_DCM_lt-0.22_G_C5096939_1_gene130925	TARA_066_DCM_0.22-3_G_C6093718_1_gene228890	TARA_066_DCM_lt-0.22_G_C3640627_1_gene77046	TARA_066_DCM_lt-0.22_G_scaffold39761_1_gene18411	TARA_066_DCM_lt-0.22_G_C3726495_1_gene127366	TARA_066_DCM_lt-0.22_G_C3732186_1_gene131192	TARA_066_SRF_0.22-3_G_scaffold153372_1_gene123470	TARA_066_SRF_lt-0.22_G_scaffold134741_2_gene112059	TARA_067_SRF_0.22-0.45_G_C17242166_1_gene403688	TARA_067_SRF_0.22-0.45_G_C17360860_1_gene463670	TARA_067_SRF_0.22-0.45_G_C17442180_1_gene509279	TARA_067_SRF_0.22-0.45_G_scaffold144377_1_gene142735	TARA_067_SRF_0.22-0.45_G_scaffold66976_1_gene63193	TARA_067_SRF_0.22-0.45_G_scaffold68608_2_gene65086	TARA_067_SRF_0.22-0.45_G_scaffold9433_1_gene8781	TARA_067_SRF_0.22-3_G_scaffold30527_1_gene35755	TARA_067_SRF_0.22-3_G_scaffold35176_1_gene41262	TARA_067_SRF_0.22-3_G_scaffold38709_1_gene45384	TARA_067_SRF_0.45-0.8_G_C12492660_1_gene383784	TARA_067_SRF_0.45-0.8_G_scaffold219644_1_gene229127	TARA_067_SRF_0.45-0.8_G_scaffold277311_1_gene324113	TARA_067_SRF_0.45-0.8_G_scaffold77656_1_gene78812	TARA_067_SRF_lt-0.22_G_scaffold110274_1_gene108132	TARA_067_SRF_lt-0.22_G_C2526840_1_gene145192	TARA_067_SRF_lt-0.22_G_scaffold77676_1_gene65551	TARA_078_DCM_0.22-0.45_G_scaffold189671_1_gene148269	TARA_078_SRF_0.22-0.45_G_scaffold145770_1_gene96930	TARA_082_DCM_0.22-3_G_C19456620_1_gene406327	TARA_082_DCM_0.22-3_G_scaffold120588_2_gene114896	TARA_082_DCM_0.22-3_G_scaffold104031_1_gene99802	TARA_082_DCM_0.22-3_G_scaffold105827_1_gene101588	TARA_082_DCM_0.22-3_G_scaffold109576_1_gene104882	TARA_082_DCM_0.22-3_G_scaffold78618_1_gene75306	TARA_082_SRF_0.22-3_G_scaffold160868_1_gene160643	TARA_082_SRF_0.22-3_G_scaffold42092_1_gene40922	TARA_102_DCM_0.22-3_G_C27267893_1_gene894632	TARA_133_DCM_0.22-3_G_C17443804_1_gene444883	TARA_133_DCM_0.22-3_G_scaffold328164_1_gene387933	TARA_141_SRF_0.22-3_G_scaffold252758_1_gene219695	TARA_145_SRF_0.22-3_G_scaffold242061_1_gene241117	TARA_145_SRF_0.22-3_G_scaffold270121_1_gene276069	TARA_145_SRF_0.22-3_G_scaffold319742_1_gene363655	TARA_146_SRF_0.22-3_G_C15427777_1_gene470766	TARA_149_SRF_0.22-3_G_C18390232_1_gene602455	TARA_149_SRF_0.22-3_G_scaffold163273_1_gene140816	TARA_149_SRF_0.22-3_G_scaffold218961_1_gene206753	TARA_149_SRF_0.22-3_G_scaffold218962_1_gene206754	TARA_149_SRF_0.22-3_G_scaffold246964_1_gene263373	TARA_150_SRF_0.22-3_G_C22082902_1_gene583609	TARA_151_DCM_0.22-3_G_scaffold175905_1_gene147338	TARA_151_SRF_0.22-3_G_scaffold307958_1_gene278079	TARA_152_MIX_0.22-3_G_scaffold253131_1_gene220687	TARA_152_MIX_0.22-3_G_scaffold179581_1_gene152542	TARA_158_DCM_0.22-3_G_scaffold102364_1_gene84925	TARA_158_DCM_0.22-3_G_scaffold18046_1_gene14691	TARA_158_DCM_0.22-3_G_scaffold206820_1_gene176947	TARA_158_DCM_0.22-3_G_scaffold266207_1_gene272483	TARA_158_MES_0.22-3_G_scaffold181224_1_gene175183	TARA_158_SRF_0.22-3_G_scaffold194498_1_gene182789	TARA_158_SRF_0.22-3_G_scaffold256793_1_gene288753	TARA_168_DCM_0.22-3_G_scaffold166943_1_gene184245	TARA_168_DCM_0.22-3_G_scaffold99293_1_gene106802	TARA_168_DCM_lt-0.22_G_scaffold245246_1_gene407868	TARA_168_IZZ_lt-0.22_G_scaffold346429_1_gene516824	TARA_168_SRF_lt-0.22_G_scaffold53300_1_gene140902	TARA_173_DCM_0.22-3_G_scaffold110203_1_gene118285	TARA_173_DCM_0.22-3_G_scaffold115250_1_gene123507	TARA_173_DCM_0.22-3_G_scaffold127823_1_gene136706	TARA_173_DCM_0.22-3_G_scaffold83603_1_gene90552	TARA_173_DCM_0.22-3_G_scaffold85527_1_gene92626	TARA_173_DCM_0.22-3_G_scaffold85576_1_gene92682	TARA_175_SRF_0.22-3_G_scaffold135720_1_gene142538	TARA_175_SRF_0.22-3_G_scaffold179748_1_gene214594	TARA_175_SRF_0.22-3_G_scaffold78409_1_gene83052	TARA_180_SRF_0.22-3_G_C7013134_1_gene356550	TARA_180_SRF_0.22-3_G_C7171745_1_gene424645	TARA_180_SRF_0.22-3_G_scaffold53713_1_gene86219	TARA_180_SRF_0.22-3_G_scaffold81862_1_gene125059	TARA_180_SRF_lt-0.22_G_scaffold82597_2_gene233135	TARA_188_DCM_0.22-3_G_scaffold6854_1_gene7478	TARA_188_DCM_lt-0.22_G_scaffold11894_2_gene41265	TARA_188_DCM_lt-0.22_G_scaffold9244_6_gene34612	TARA_188_SRF_0.22-3_G_scaffold199525_1_gene246819	TARA_189_DCM_0.22-3_G_scaffold155112_1_gene187540	TARA_189_DCM_lt-0.22_G_scaffold6811_1_gene25430	TARA_189_DCM_lt-0.22_G_scaffold6954_3_gene25779	TARA_191_SRF_lt-0.22_G_scaffold196909_1_gene260355	TARA_194_DCM_lt-0.22_G_scaffold15132_1_gene46748	TARA_196_SRF_0.22-3_G_C19417491_1_gene628839	TARA_196_SRF_0.22-3_G_C19385302_1_gene611903	TARA_196_SRF_0.22-3_G_scaffold167694_1_gene185363	TARA_196_SRF_0.22-3_G_scaffold223921_1_gene268925	TARA_196_SRF_lt-0.22_G_C13109979_1_gene420651	TARA_196_SRF_lt-0.22_G_scaffold13817_3_gene40494	TARA_196_SRF_lt-0.22_G_scaffold243857_1_gene356831	TARA_196_SRF_lt-0.22_G_scaffold69860_1_gene154027	TARA_201_SRF_0.22-3_G_scaffold259208_1_gene330152	TARA_201_SRF_0.22-3_G_scaffold266223_1_gene353135	TARA_205_SRF_0.22-3_G_C10834577_1_gene379211	TARA_205_SRF_0.22-3_G_scaffold19860_1_gene24432	TARA_206_SRF_lt-0.22_G_scaffold244093_1_gene399527	TARA_206_SRF_lt-0.22_G_scaffold1112_3_gene5143	TARA_206_SRF_lt-0.22_G_scaffold67020_2_gene178808	TARA_208_SRF_0.22-3_G_C17804651_1_gene477260	TARA_208_SRF_0.22-3_G_scaffold180075_1_gene217350	TARA_208_SRF_0.22-3_G_scaffold190124_1_gene237696	TARA_209_SRF_lt-0.22_G_scaffold95791_3_gene212186	TARA_210_MES_lt-0.22_G_scaffold34478_2_gene115714	TARA_210_SRF_0.22-3_G_scaffold21461_1_gene17795	TARA_210_SRF_lt-0.22_G_scaffold207559_1_gene458458	TARA_210_SRF_lt-0.22_G_scaffold9078_2_gene48755
TARA_025_DCM_0.22-1.6_G	TARA_025_DCM	Pico	DCM	Westerlies	MS	39.4085	19.3807	50	31	15.181967	38.489083	NA	0.3595	1.354	0.134028	0.32871050469337426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6712894953066257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_025_SRF_0.22-1.6_G	TARA_025_SRF	Pico	SRF	Westerlies	MS	39.3888	19.3905	5	30	18.319192	38.185333	0.00525	0.03525	1.0505	0.104797	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_030_DCM_0.22-1.6_G	TARA_030_DCM	Pico	DCM	Westerlies	MS	33.9189	32.8532	70	29	18.21473	39.20842	0	NA	0.6655	0.102631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_030_SRF_0.22-1.6_G	TARA_030_SRF	Pico	SRF	Westerlies	MS	33.9179	32.898	5	50	20.4425	39.42311	2.5e-4	0.0455	0.816	0.067706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_031_SRF_0.22-1.6_G	TARA_031_SRF	Pico	SRF	Coastal	RS	27.16	34.835	5	53	25.0281	39.96035	0.01225	0.036	0.8825	0.112855	0	0.2868688679864909	0.14015375279020736	0.20040585092687477	0	0.0838627119088233	0	0	0	0	0	0	0.04440228091362821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07535555244060851	0.04758279985018212	0	0	0	0	0	0	0	0	0	0	0	0.023632153193441096	0	0	0	0	0	0	0.023760278027868516	0	0.03289625765399715	0.04107949430787811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_032_DCM_0.22-1.6_G	TARA_032_DCM	Pico	DCM	Coastal	RS	23.3867	37.2133	80	101	26.12925	40.187042	0.025	NA	0.85	0.1566	0	0.5772707790067391	0.3454982315011155	0.008454623773066333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04018449883875454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02859186688032448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_032_SRF_0.22-1.6_G	TARA_032_SRF	Pico	SRF	Coastal	RS	23.36	37.2183	5	104	25.811708	39.7709	0.00875	0	0.8775	0.085486	0.06927851099924272	0.10484480999812046	0.12298387730344162	0.2865430648647812	0.03924007867794633	0	0	0	0	0	0	0	0.03060807881270831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12621324262796096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029709982923675507	0.04863192216637825	0.07477064823190913	0.03140235839595614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03577342499787939	0	0	0	0	0
TARA_033_SRF_0.22-1.6_G	TARA_033_SRF	Pico	SRF	Coastal	RS	21.9467	38.2517	5	56	27.3097	38.9435	0.04575	0.006	1.12025	0.150568	0	0	0.014455715648903794	0.23408788158724747	0.2921128556983903	0.01760245431524593	0.005886813881519749	0	0	0	0	0	0.006456778299244751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0758459072361279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17701751686883663	0	0.039998561736315816	0.006092560208324416	0.04669641677356328	0	0.07662805238446814	0	0	0	0	0	0	0	0	0	0	0	0	0.007118485361811728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_034_DCM_0.22-1.6_G	TARA_034_DCM	Pico	DCM	Coastal	RS	18.3983	39.8617	60	63	27.558763	38.895025	0.0885	0.635	1.3525	0.14795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_034_SRF_0.22-1.6_G	TARA_034_SRF	Pico	SRF	Coastal	RS	18.3967	39.875	5	64	27.635025	38.64	0.144	0.029	2.6405	0.137257	0	0	0.06246973728797586	0.10073382043382509	0.3694786617865335	0.10651754281600664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08642244021581054	0	0	0	0	0	0	0	0	0	0	0	0	0.024544054076255057	0	0	0	0.14545046761095995	0	0.018162924444919622	0.02010169134752118	0	0	0.05318277527829452	0	0	0	0	0	0	0	0	0	0	0	0	0.012935884701898085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_036_DCM_0.22-1.6_G	TARA_036_DCM	Pico	DCM	Coastal	IO	20.8176	63.5121	20	17	25.051687	36.522781	0.431	1.115	1.4395	0.28292	0.12117343037189754	0	0.08733109525692914	0.2527083030922368	0.03781804022940971	0.04119031985955769	0	0	0	0.17537763906609224	0	0.029798368089821323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05541058214190921	0.02452224172944164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05867581913041153	0.11599416103229308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_036_SRF_0.22-1.6_G	TARA_036_SRF	Pico	SRF	Coastal	IO	20.8183	63.5047	5	18	25.681369	36.525962	0.3575	0.1415	1.143	0.205491	0.09822399794899718	0.08046722880244149	0.04658465300839039	0.1727701524957557	0.03136008147749794	0.1631473766235758	0	0	0	0.13480061811354943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03913143588234223	0.07794815208551129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1555663035619386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_038_DCM_0.22-1.6_G	TARA_038_DCM	Pico	DCM	Trades	IO	19.0258	64.6227	25	45	25.607735	36.549506	0.417	1.858	1.625	0.185922	0.008572012356724982	0.16495653151642842	0.17941996226637433	0.1767189528586128	0.004368533454957815	0.04524262818055608	0.20282302055718934	0	0	0.031254430613785654	0	0.0183587085665213	0.03229786709551575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024838401020589766	0.012896984142389906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010446055544025164	0	0	0	0.03644317212261936	0.029908368158015296	0.021454371545693962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_038_SRF_0.22-1.6_G	TARA_038_SRF	Pico	SRF	Trades	IO	19.0393	64.4913	5	20	26.313595	36.618044	0.337	0.4195	1.278	0.113641	0	0.11260317178249504	0.07190236468823225	0.13439343815168645	0.012595901411093697	0.05548819377931604	0.39486670538135504	0	0	0.06383836653384863	0	0	0.018769104770684338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015476853345833142	0.018612027853242206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08789932236281672	0	0.013554549939396488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_039_DCM_0.22-1.6_G	TARA_039_DCM	Pico	DCM	Trades	IO	18.5745	66.4895	25	26	26.692435	36.40162	0.2465	0.0675	1.2415	0.196803	0.014451621638784332	0.14755861680944363	0.16147919554005338	0.1562691382136177	0.03831003971702289	0.05008342040408744	0.10603903576917112	0	0	0.11998197559901179	0	0.04716601289989533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023301210251359925	0.024319920177158443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035516260366228666	0.04776255029133389	0.027761002322831397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_041_DCM_0.22-1.6_G	TARA_041_DCM	Pico	DCM	Trades	IO	14.56	70.0117	70	25	26.317294	36.384231	1.348	15.2	5.774	0.224545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_041_SRF_0.22-1.6_G	TARA_041_SRF	Pico	SRF	Trades	IO	14.6067	69.9775	5	25	29.151544	36.0499	0.1565	0.057	1.3865	0.092377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_042_DCM_0.22-1.6_G	TARA_042_DCM	Pico	DCM	Trades	IO	5.9994	73.8978	80	32	27.9561	35.044342	0.2505	0.741	2.7335	0.228999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_042_SRF_0.22-1.6_G	TARA_042_SRF	Pico	SRF	Trades	IO	6.0001	73.8955	5	41	30.12785	34.56775	0.0765	0.022	2.171	0.080016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_045_SRF_0.22-1.6_G	TARA_045_SRF	Pico	SRF	Trades	IO	0.0023	71.6311	5	43	30.59345	35.0481	NA	NA	NA	0.058503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_048_SRF_0.22-1.6_G	TARA_048_SRF	Pico	SRF	Trades	IO	-9.3921	66.4236	5	18	29.818108	34.184183	0.0825	0.07475	2.22425	0.077086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_052_DCM_0.22-1.6_G	TARA_052_DCM	Pico	DCM	Trades	IO	-16.9539	54.0073	70	57	26.129767	34.847833	0.159	0.4675	2.824	0.22414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_052_SRF_0.22-1.6_G	TARA_052_SRF	Pico	SRF	Trades	IO	-16.957	53.9852	5	53	27.956483	34.54545	0.119	0	2.666	0.134305	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_056_SRF_0.22-3_G	TARA_056_SRF	Pico	SRF	Coastal	IO	-15.3424	43.2965	5	82	27.296125	35.0302	0	0	2.812112	0.098701	0.17248244628183682	0	0	0.4291159701490168	0	0	0	0	0	0.2792797965823715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0712586377647421	0.047863149222032726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_057_SRF_0.22-3_G	TARA_057_SRF	Pico	SRF	Coastal	IO	-17.0248	42.7401	5	17	26.553475	35.124517	NA	NA	NA	0.140592	0	0.04614222732572205	0.0402428052246963	0.2911494368300759	0	0.11416210252035643	0	0	0	0.12790128105131754	0	0.0559478815225727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14322089295063226	0.030847279780904402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04490890958397986	0.08708633828281795	0.018390844926924606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_058_DCM_0.22-3_G	TARA_058_DCM	Pico	DCM	Coastal	IO	-17.3401	42.2821	70	37	24.365844	35.1687	0	2.593819	3.856196	0.204152	0.04673395932638498	0	0.039771228939019666	0.1863057217256313	0	0.07302044403388759	0	0	0	0.1615702037852449	0	0.16566621357904224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09410974358993511	0.08110694319304157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07696618855269403	0.07474935327511856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_062_SRF_0.22-3_G	TARA_062_SRF	Pico	SRF	Coastal	IO	-22.3369	40.3412	5	71	NA	NA	NA	NA	NA	NA	0	0	0	0.2476028868338986	0	0	0	0	0	0.1556094430868504	0	0.16209233134629866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08447635880821204	0.043595261108848135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10502520529929674	0.19478221034713855	0.0068163031694568315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_064_DCM_0.22-3_G	TARA_064_DCM	Pico	DCM	Coastal	IO	-29.5022	37.9904	60	140	22.208705	35.34241	0.0815	NA	1.7455	0.145836	0	0	0	0.32088323264349267	0.05606316337476892	0.02038646621839842	3.2242485054807335e-4	0	0	0.06098312865556861	0	0.09960223523062825	7.660842026833283e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02436074216587423	0.24042236230068825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.760019049940026e-4	0	0	5.479068132201941e-4	0.017446771196055467	0.15558864911131481	0.0018508313317646943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
